Age,Gender,Skill_Level,Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Average_Match_Duration,Coach_Affiliation,Rating_Score
29,Male,Intermediate,Evening,Netherlands,62,115,Indoor,36,Yes,1046
18,Female,Advanced,Morning,Saudi Arabia,37,22,Indoor,49,No,1969
37,Female,Intermediate,Morning,Lebanon,90,196,Indoor,98,No,1938
39,Male,Beginner,Afternoon,Argentina,63,278,Any,108,Yes,1407
40,Female,Advanced,Evening,Saudi Arabia,76,226,Indoor,96,No,1642
32,Female,Beginner,Afternoon,United Kingdom,66,206,Indoor,104,Yes,1009
44,Male,Intermediate,Morning,Mexico,79,396,Any,73,Yes,2127
45,Female,Professional,Afternoon,United Arab Emirates,40,10,Outdoor,110,No,1815
19,Female,Beginner,Afternoon,Saudi Arabia,52,278,Outdoor,64,Yes,2289
30,Female,Beginner,Evening,United Arab Emirates,74,75,Outdoor,34,Yes,1367
27,Female,Beginner,Afternoon,Finland,56,155,Outdoor,80,Yes,2424
26,Female,Professional,Evening,United Arab Emirates,85,293,Any,64,Yes,1419
55,Male,Professional,Afternoon,Belgium,32,383,Any,76,Yes,1364
47,Female,Advanced,Evening,Spain,44,499,Outdoor,115,Yes,1841
19,Female,Intermediate,Afternoon,Finland,80,324,Any,89,Yes,1005
18,Female,Advanced,Evening,Chile,75,154,Any,96,No,1984
52,Female,Intermediate,Morning,Qatar,81,429,Outdoor,65,No,2177
32,Male,Advanced,Evening,Lebanon,69,399,Any,87,No,1172
35,Male,Beginner,Morning,Portugal,87,388,Any,63,No,1604
24,Female,Advanced,Morning,Lebanon,77,251,Outdoor,78,No,1562
40,Female,Professional,Morning,Germany,73,241,Any,36,No,1600
44,Male,Intermediate,Morning,Netherlands,76,372,Any,82,No,1100
27,Female,Advanced,Morning,Spain,89,206,Any,93,No,1885
35,Male,Beginner,Evening,Mexico,86,53,Outdoor,47,No,1151
53,Female,Advanced,Morning,Saudi Arabia,31,141,Outdoor,38,Yes,1976
23,Female,Beginner,Afternoon,Lebanon,37,243,Indoor,58,Yes,2178
47,Female,Beginner,Evening,Finland,69,258,Outdoor,31,Yes,1641
50,Female,Professional,Afternoon,Mexico,38,484,Any,30,No,2246
51,Female,Professional,Evening,Portugal,72,38,Outdoor,37,No,2338
43,Female,Professional,Morning,United Arab Emirates,82,360,Indoor,70,Yes,1567
34,Female,Advanced,Evening,United Arab Emirates,74,405,Any,102,Yes,1589
22,Female,Professional,Morning,Mexico,63,113,Indoor,91,Yes,2328
55,Male,Intermediate,Morning,Argentina,49,382,Outdoor,99,Yes,1360
38,Male,Beginner,Afternoon,United Arab Emirates,78,397,Indoor,86,No,1128
54,Female,Advanced,Evening,United Arab Emirates,79,270,Indoor,71,Yes,1305
40,Male,Beginner,Evening,United States,33,295,Indoor,52,No,1830
32,Male,Intermediate,Morning,France,73,240,Any,103,No,1180
37,Female,Professional,Morning,Spain,63,399,Indoor,45,No,1574
33,Male,Advanced,Morning,Lebanon,35,128,Indoor,42,No,1154
40,Male,Professional,Evening,United States,44,478,Outdoor,67,No,2085
27,Female,Intermediate,Evening,Spain,30,325,Any,61,Yes,2107
20,Female,Professional,Morning,Netherlands,46,160,Indoor,103,No,1475
47,Male,Intermediate,Evening,France,53,323,Outdoor,74,No,1895
22,Male,Beginner,Afternoon,Chile,71,13,Outdoor,80,No,2111
24,Female,Beginner,Morning,Sweden,39,54,Outdoor,74,Yes,1464
30,Male,Advanced,Afternoon,Brazil,75,421,Any,91,No,1320
46,Female,Intermediate,Evening,Finland,86,48,Indoor,80,Yes,1992
21,Male,Intermediate,Afternoon,Lebanon,43,89,Any,72,No,1177
32,Female,Beginner,Morning,Lebanon,53,26,Any,39,No,1926
26,Male,Advanced,Afternoon,Denmark,72,212,Outdoor,34,No,2019
29,Male,Professional,Morning,Mexico,77,383,Any,109,No,1883
40,Male,Intermediate,Afternoon,Portugal,66,496,Any,82,No,1675
20,Female,Intermediate,Afternoon,Belgium,71,321,Outdoor,84,Yes,1979
54,Male,Intermediate,Afternoon,France,43,120,Outdoor,84,No,2378
43,Female,Beginner,Morning,Portugal,73,242,Any,67,No,2027
28,Male,Advanced,Afternoon,Belgium,49,350,Indoor,91,Yes,2039
48,Male,Beginner,Afternoon,Portugal,32,318,Any,110,Yes,1615
50,Female,Beginner,Evening,United Arab Emirates,47,169,Outdoor,31,Yes,1885
33,Male,Intermediate,Evening,Saudi Arabia,66,372,Outdoor,107,No,2258
54,Female,Beginner,Afternoon,Mexico,52,371,Any,68,Yes,2128
35,Male,Intermediate,Evening,United Arab Emirates,72,245,Outdoor,98,Yes,1383
21,Female,Professional,Morning,United Arab Emirates,87,12,Indoor,73,Yes,1418
36,Female,Intermediate,Morning,Brazil,45,376,Outdoor,70,Yes,2259
36,Male,Beginner,Morning,Portugal,89,176,Any,114,No,2475
27,Male,Intermediate,Evening,United Arab Emirates,62,331,Any,63,Yes,1980
28,Male,Intermediate,Morning,United Kingdom,84,21,Indoor,63,No,1770
44,Female,Beginner,Evening,Chile,80,388,Any,85,No,1427
28,Male,Intermediate,Evening,Mexico,67,426,Outdoor,61,No,1142
54,Female,Professional,Evening,Belgium,86,161,Indoor,104,Yes,1066
28,Female,Advanced,Morning,Brazil,74,381,Indoor,90,No,1345
51,Female,Intermediate,Morning,Spain,54,459,Outdoor,112,Yes,2031
22,Male,Beginner,Evening,Mexico,89,128,Any,102,No,2400
38,Male,Professional,Afternoon,Italy,70,137,Outdoor,104,No,1126
19,Male,Professional,Afternoon,Portugal,60,14,Any,50,Yes,2439
46,Female,Professional,Morning,Sweden,70,131,Indoor,74,No,2320
41,Male,Intermediate,Morning,Finland,62,384,Outdoor,76,Yes,1835
46,Male,Advanced,Afternoon,Belgium,87,303,Any,68,No,2123
51,Male,Advanced,Afternoon,Saudi Arabia,68,498,Outdoor,49,No,2206
48,Male,Intermediate,Afternoon,Sweden,85,79,Indoor,73,Yes,2103
33,Female,Advanced,Morning,Portugal,67,381,Outdoor,91,No,1434
46,Female,Beginner,Morning,Sweden,77,461,Any,67,No,1644
34,Female,Intermediate,Evening,Lebanon,83,333,Outdoor,53,No,1529
38,Male,Advanced,Morning,Germany,33,20,Any,86,Yes,2314
44,Female,Advanced,Morning,Spain,71,490,Indoor,45,No,2390
44,Female,Intermediate,Evening,Belgium,63,95,Outdoor,83,Yes,2280
48,Female,Advanced,Evening,Germany,55,369,Any,101,No,1338
23,Male,Professional,Evening,Qatar,49,114,Indoor,116,No,2152
35,Male,Intermediate,Afternoon,Denmark,55,264,Outdoor,103,Yes,1603
35,Female,Professional,Morning,Lebanon,36,498,Any,45,Yes,1431
39,Female,Intermediate,Afternoon,Chile,62,29,Any,108,Yes,1685
38,Male,Beginner,Evening,Saudi Arabia,36,429,Outdoor,111,No,1833
30,Female,Beginner,Afternoon,Mexico,69,246,Indoor,70,No,1727
31,Male,Advanced,Evening,Saudi Arabia,50,123,Any,45,No,1483
55,Female,Professional,Afternoon,Saudi Arabia,77,304,Outdoor,62,No,1072
35,Female,Intermediate,Morning,Argentina,55,495,Indoor,102,No,1320
50,Male,Professional,Evening,Portugal,40,283,Indoor,49,No,1351
29,Male,Beginner,Evening,United States,82,487,Outdoor,107,Yes,2262
53,Female,Professional,Afternoon,United Kingdom,47,401,Outdoor,50,Yes,1187
51,Male,Professional,Morning,Germany,61,94,Outdoor,103,No,1551
30,Male,Professional,Morning,Qatar,46,13,Any,72,Yes,1856
24,Male,Intermediate,Morning,Germany,43,379,Indoor,60,No,2139
46,Female,Intermediate,Afternoon,Sweden,37,296,Outdoor,116,Yes,1162
39,Female,Professional,Afternoon,Germany,88,459,Indoor,74,Yes,2068
18,Male,Intermediate,Afternoon,Qatar,49,346,Indoor,64,Yes,2270
24,Female,Beginner,Afternoon,Saudi Arabia,72,424,Outdoor,111,Yes,1823
36,Male,Beginner,Evening,Mexico,49,498,Any,39,Yes,1699
30,Female,Advanced,Evening,Portugal,70,258,Indoor,31,Yes,1847
50,Female,Advanced,Afternoon,France,41,72,Indoor,67,Yes,1477
29,Male,Advanced,Evening,Mexico,74,143,Indoor,54,Yes,1769
24,Female,Beginner,Morning,Chile,63,208,Outdoor,94,No,2065
43,Female,Advanced,Evening,Lebanon,59,55,Indoor,107,Yes,1875
31,Male,Intermediate,Afternoon,Germany,75,245,Any,40,No,1010
20,Male,Intermediate,Evening,Chile,82,240,Outdoor,56,Yes,1906
51,Male,Advanced,Evening,Mexico,62,486,Any,97,Yes,2095
41,Female,Advanced,Afternoon,France,74,230,Outdoor,70,Yes,1802
43,Male,Advanced,Afternoon,Spain,89,15,Any,32,No,1426
26,Male,Intermediate,Afternoon,United Arab Emirates,78,43,Indoor,62,Yes,1216
22,Female,Advanced,Morning,United Kingdom,71,399,Indoor,113,No,1524
28,Male,Professional,Morning,United States,38,19,Any,58,No,1103
24,Male,Intermediate,Afternoon,Qatar,48,281,Outdoor,41,Yes,2094
52,Female,Intermediate,Afternoon,Denmark,56,86,Indoor,115,Yes,1695
49,Male,Advanced,Evening,Finland,59,268,Any,56,No,2355
47,Male,Advanced,Morning,Chile,45,396,Any,54,No,2424
28,Female,Intermediate,Evening,United States,34,85,Outdoor,50,Yes,1827
26,Male,Beginner,Evening,Belgium,75,107,Any,120,No,1590
54,Female,Professional,Afternoon,United Arab Emirates,43,325,Any,41,No,2211
51,Male,Professional,Evening,Brazil,54,296,Outdoor,93,Yes,1880
52,Male,Advanced,Afternoon,Spain,88,16,Outdoor,97,Yes,1494
22,Female,Intermediate,Morning,Chile,30,249,Outdoor,92,No,1468
43,Male,Professional,Afternoon,Mexico,83,461,Outdoor,79,No,2414
18,Female,Intermediate,Afternoon,Denmark,90,118,Any,89,Yes,2181
53,Male,Advanced,Evening,Mexico,46,96,Indoor,65,No,2247
36,Female,Professional,Afternoon,Netherlands,42,92,Indoor,92,No,2235
30,Male,Intermediate,Evening,France,34,13,Outdoor,114,Yes,2375
36,Female,Intermediate,Morning,Saudi Arabia,58,183,Indoor,115,No,2266
41,Female,Intermediate,Evening,Finland,69,217,Indoor,110,No,1707
20,Male,Intermediate,Afternoon,Netherlands,52,397,Outdoor,114,No,1910
25,Male,Intermediate,Morning,Mexico,30,389,Outdoor,108,No,1169
30,Female,Professional,Evening,Germany,63,411,Outdoor,99,No,1747
47,Male,Intermediate,Morning,Qatar,51,486,Outdoor,67,No,1616
37,Male,Intermediate,Afternoon,Italy,73,447,Outdoor,108,No,2033
23,Female,Beginner,Evening,Italy,78,291,Indoor,118,No,2191
37,Male,Beginner,Morning,Qatar,60,143,Outdoor,78,Yes,2409
36,Female,Professional,Morning,Argentina,79,427,Outdoor,86,Yes,1276
24,Male,Intermediate,Morning,Lebanon,54,253,Any,30,No,1950
51,Female,Professional,Afternoon,United States,73,476,Indoor,33,No,2005
42,Female,Beginner,Morning,United Kingdom,74,141,Any,114,Yes,1664
30,Female,Professional,Evening,Finland,81,148,Outdoor,31,No,2357
20,Female,Professional,Afternoon,United States,69,414,Any,118,Yes,1290
52,Male,Advanced,Afternoon,United States,83,102,Outdoor,46,No,2450
43,Female,Intermediate,Morning,Netherlands,82,260,Indoor,48,Yes,2275
27,Female,Professional,Afternoon,Brazil,52,229,Any,105,Yes,2150
39,Male,Beginner,Afternoon,Saudi Arabia,80,273,Indoor,101,Yes,2046
29,Female,Beginner,Evening,United Kingdom,79,461,Outdoor,37,No,1117
51,Male,Professional,Morning,Brazil,72,439,Outdoor,84,No,1555
29,Female,Professional,Evening,Portugal,88,112,Indoor,52,No,1180
23,Male,Intermediate,Afternoon,Brazil,57,80,Any,93,No,1933
42,Female,Advanced,Evening,Denmark,83,342,Outdoor,32,No,1543
20,Female,Professional,Evening,Chile,83,112,Indoor,111,No,2010
54,Female,Advanced,Morning,Italy,90,61,Any,37,Yes,1371
50,Male,Professional,Morning,Belgium,76,190,Outdoor,59,Yes,1227
50,Male,Beginner,Afternoon,Italy,56,25,Indoor,59,No,1950
51,Female,Intermediate,Evening,Denmark,82,323,Outdoor,72,Yes,1031
35,Female,Beginner,Evening,France,81,440,Indoor,48,Yes,1740
40,Male,Advanced,Morning,United Kingdom,40,66,Indoor,68,Yes,1113
52,Male,Advanced,Evening,Denmark,53,406,Any,43,No,1374
41,Female,Advanced,Afternoon,Lebanon,88,500,Outdoor,102,Yes,2326
46,Female,Beginner,Morning,Portugal,75,385,Indoor,32,Yes,1834
43,Male,Professional,Evening,Italy,31,265,Any,38,No,1453
20,Female,Professional,Evening,Lebanon,57,98,Any,94,Yes,2418
24,Female,Intermediate,Morning,United States,51,316,Any,101,No,1412
50,Female,Advanced,Morning,United Arab Emirates,55,213,Outdoor,115,Yes,1803
40,Female,Advanced,Morning,Qatar,71,443,Outdoor,33,No,2043
36,Female,Intermediate,Afternoon,Portugal,32,489,Indoor,112,Yes,2267
44,Female,Advanced,Evening,Denmark,50,304,Indoor,112,Yes,1609
36,Male,Professional,Morning,Denmark,65,281,Any,69,Yes,1411
36,Female,Professional,Evening,Netherlands,79,460,Any,61,Yes,1184
25,Male,Beginner,Afternoon,Finland,80,257,Indoor,82,Yes,2187
37,Male,Beginner,Morning,Finland,90,224,Indoor,46,Yes,1589
53,Male,Intermediate,Afternoon,Lebanon,86,139,Any,46,No,2319
54,Female,Advanced,Afternoon,United States,36,147,Any,80,Yes,2403
28,Male,Advanced,Morning,Italy,59,431,Outdoor,102,Yes,1735
37,Female,Intermediate,Evening,Lebanon,54,442,Any,60,No,2201
22,Male,Intermediate,Evening,Denmark,49,441,Outdoor,46,No,2397
53,Male,Beginner,Evening,Argentina,42,222,Indoor,68,No,1428
29,Male,Advanced,Evening,Denmark,87,368,Any,119,Yes,1927
28,Male,Intermediate,Morning,Qatar,51,62,Indoor,119,Yes,1511
55,Female,Professional,Morning,Finland,38,162,Outdoor,41,Yes,2274
35,Male,Advanced,Evening,Brazil,79,111,Any,114,Yes,1565
28,Female,Advanced,Evening,Portugal,66,371,Any,108,Yes,1246
49,Female,Intermediate,Morning,Lebanon,62,434,Indoor,85,No,2447
27,Male,Professional,Morning,Germany,51,120,Outdoor,77,No,2165
43,Male,Beginner,Evening,Spain,45,459,Outdoor,107,No,1963
33,Female,Beginner,Evening,Argentina,62,361,Any,120,Yes,2343
51,Male,Professional,Morning,Lebanon,37,463,Outdoor,79,Yes,1127
21,Female,Intermediate,Afternoon,Qatar,54,388,Outdoor,61,Yes,2079
22,Male,Beginner,Evening,Sweden,71,268,Any,43,No,2122
31,Male,Intermediate,Evening,Mexico,40,311,Outdoor,112,Yes,1738
48,Female,Advanced,Morning,United Arab Emirates,43,401,Indoor,83,No,2343
33,Female,Beginner,Afternoon,Chile,63,421,Outdoor,81,Yes,1728
52,Female,Professional,Afternoon,Portugal,54,107,Any,118,Yes,2047
52,Female,Intermediate,Morning,Sweden,85,267,Indoor,32,Yes,1348
43,Male,Advanced,Evening,Mexico,59,292,Any,76,Yes,1662
41,Female,Beginner,Afternoon,Argentina,80,92,Outdoor,57,Yes,1971
21,Male,Intermediate,Evening,Spain,39,215,Any,78,Yes,2126
52,Female,Beginner,Afternoon,Italy,34,249,Any,70,Yes,2149
55,Female,Beginner,Evening,United Arab Emirates,63,174,Indoor,70,Yes,1505
18,Female,Professional,Evening,Saudi Arabia,85,31,Indoor,39,Yes,1914
54,Male,Intermediate,Evening,Spain,34,184,Outdoor,104,Yes,2406
47,Female,Intermediate,Morning,Saudi Arabia,83,357,Indoor,119,Yes,1994
30,Female,Advanced,Evening,Argentina,82,275,Any,76,Yes,2082
34,Male,Beginner,Afternoon,Germany,34,245,Any,49,Yes,2188
21,Female,Beginner,Morning,Mexico,77,31,Any,89,Yes,1214
52,Female,Intermediate,Evening,Denmark,41,462,Outdoor,94,No,2214
39,Female,Beginner,Afternoon,United Kingdom,70,211,Outdoor,120,No,1835
20,Male,Intermediate,Morning,Mexico,45,431,Any,110,Yes,1797
53,Male,Professional,Morning,United Arab Emirates,42,339,Any,65,Yes,1196
30,Male,Advanced,Afternoon,Netherlands,52,291,Any,60,Yes,1008
21,Female,Advanced,Morning,Italy,31,399,Outdoor,55,Yes,1759
55,Male,Beginner,Evening,Qatar,65,84,Indoor,108,No,1373
24,Female,Intermediate,Morning,Saudi Arabia,37,350,Indoor,31,No,1410
47,Male,Intermediate,Afternoon,Saudi Arabia,32,207,Indoor,107,Yes,1282
48,Female,Beginner,Morning,Portugal,44,357,Any,56,No,1235
38,Male,Advanced,Evening,United Arab Emirates,55,305,Outdoor,48,Yes,1754
38,Female,Intermediate,Evening,Brazil,74,226,Outdoor,67,Yes,1659
47,Male,Beginner,Afternoon,United States,45,308,Outdoor,95,Yes,2122
23,Female,Intermediate,Morning,Saudi Arabia,38,484,Outdoor,32,Yes,1016
54,Female,Intermediate,Evening,United Arab Emirates,36,491,Any,107,No,1801
33,Male,Professional,Evening,France,89,119,Indoor,70,Yes,2490
49,Female,Advanced,Evening,Denmark,65,440,Indoor,82,Yes,1471
51,Male,Beginner,Afternoon,Finland,81,351,Indoor,106,No,1346
36,Female,Intermediate,Afternoon,Sweden,38,252,Outdoor,119,Yes,2486
33,Female,Professional,Afternoon,Qatar,84,221,Indoor,37,No,1375
29,Female,Advanced,Afternoon,United Kingdom,58,323,Any,54,No,1492
51,Male,Advanced,Morning,United Kingdom,38,155,Outdoor,96,No,1885
36,Female,Intermediate,Evening,Qatar,39,143,Any,47,No,2322
26,Male,Advanced,Morning,Germany,32,49,Any,72,No,2285
31,Male,Intermediate,Morning,Germany,41,221,Outdoor,104,No,1588
20,Female,Beginner,Morning,Spain,68,311,Any,36,No,1443
28,Male,Advanced,Afternoon,France,58,397,Outdoor,80,No,1140
20,Male,Advanced,Afternoon,United Kingdom,30,341,Indoor,114,No,1348
43,Male,Professional,Morning,Portugal,65,257,Any,44,No,1115
47,Female,Intermediate,Evening,Portugal,63,425,Indoor,58,No,2387
50,Female,Beginner,Evening,Mexico,42,448,Indoor,108,No,1538
20,Male,Beginner,Morning,United Arab Emirates,67,127,Outdoor,112,No,2472
55,Male,Intermediate,Evening,United Arab Emirates,40,216,Any,51,Yes,1200
23,Male,Advanced,Afternoon,United Kingdom,47,226,Outdoor,58,Yes,1896
24,Female,Beginner,Evening,Belgium,87,128,Any,118,No,1341
26,Male,Professional,Afternoon,United Arab Emirates,36,175,Indoor,120,Yes,1952
46,Male,Professional,Morning,United States,44,72,Any,34,Yes,2499
23,Male,Advanced,Morning,Netherlands,79,23,Any,118,No,2140
38,Male,Intermediate,Afternoon,Italy,53,343,Any,83,Yes,1681
28,Female,Professional,Evening,Mexico,90,332,Indoor,74,Yes,1247
31,Male,Beginner,Morning,Denmark,54,164,Any,89,Yes,1847
33,Male,Professional,Afternoon,Lebanon,42,365,Any,30,No,2226
21,Female,Professional,Morning,United States,71,307,Any,62,No,1888
27,Male,Professional,Morning,United States,33,329,Indoor,76,Yes,1681
21,Male,Advanced,Evening,Qatar,69,175,Indoor,43,Yes,1243
28,Female,Beginner,Morning,United Kingdom,50,491,Any,75,Yes,1472
23,Female,Beginner,Morning,France,64,458,Indoor,67,Yes,1028
44,Male,Professional,Evening,Qatar,83,457,Outdoor,64,No,1143
37,Female,Beginner,Morning,Germany,74,236,Outdoor,51,Yes,1122
49,Female,Advanced,Evening,Brazil,64,363,Indoor,114,No,1902
22,Male,Beginner,Afternoon,Saudi Arabia,83,443,Any,39,No,2121
24,Female,Professional,Morning,Argentina,89,327,Outdoor,91,No,1775
20,Female,Professional,Morning,Mexico,84,274,Indoor,104,Yes,2211
33,Male,Intermediate,Morning,United Kingdom,59,441,Indoor,44,No,1740
45,Female,Advanced,Evening,United Arab Emirates,50,322,Any,92,No,2122
49,Male,Advanced,Evening,Portugal,66,286,Outdoor,79,No,1393
38,Male,Intermediate,Evening,Argentina,76,483,Outdoor,87,No,1505
40,Male,Intermediate,Evening,United Kingdom,70,193,Indoor,43,Yes,1694
18,Male,Professional,Evening,Portugal,58,203,Any,37,No,1063
24,Male,Intermediate,Afternoon,Belgium,49,334,Any,46,No,1054
51,Female,Advanced,Afternoon,United Kingdom,41,42,Indoor,94,No,1829
20,Female,Beginner,Afternoon,France,36,124,Outdoor,115,No,1882
31,Female,Professional,Afternoon,Sweden,78,322,Indoor,66,No,1222
42,Female,Advanced,Evening,Qatar,36,186,Outdoor,117,Yes,1167
29,Female,Professional,Afternoon,Brazil,31,220,Indoor,98,Yes,2100
36,Male,Beginner,Afternoon,Brazil,77,189,Any,34,No,2225
55,Female,Intermediate,Morning,Germany,86,377,Any,72,Yes,1208
33,Female,Advanced,Afternoon,Portugal,68,29,Any,76,Yes,2061
39,Male,Intermediate,Morning,Saudi Arabia,50,402,Any,56,No,1901
41,Male,Beginner,Evening,Netherlands,50,377,Any,114,Yes,1968
54,Female,Advanced,Afternoon,Sweden,31,277,Any,77,Yes,1663
28,Male,Intermediate,Evening,Chile,47,321,Outdoor,61,Yes,2479
45,Female,Beginner,Morning,France,56,461,Any,71,No,2371
33,Female,Beginner,Morning,Lebanon,54,286,Any,114,Yes,1542
26,Male,Professional,Afternoon,Qatar,79,131,Indoor,94,Yes,1900
20,Male,Intermediate,Evening,Mexico,42,253,Any,30,Yes,2078
48,Female,Beginner,Morning,Brazil,81,50,Outdoor,118,No,1200
21,Male,Intermediate,Evening,France,83,45,Any,113,No,1512
42,Female,Advanced,Morning,Finland,78,481,Indoor,35,Yes,1575
29,Male,Advanced,Morning,Italy,31,171,Any,101,No,2145
41,Male,Beginner,Evening,Portugal,87,256,Outdoor,110,No,1478
37,Female,Professional,Morning,Qatar,57,375,Outdoor,78,No,1122
49,Male,Beginner,Afternoon,Saudi Arabia,38,47,Outdoor,88,Yes,1374
49,Female,Beginner,Afternoon,France,78,432,Outdoor,66,Yes,2115
31,Female,Intermediate,Evening,Germany,63,200,Any,84,No,2027
47,Female,Beginner,Evening,United Kingdom,56,88,Indoor,98,No,2418
18,Male,Professional,Morning,Saudi Arabia,80,479,Indoor,97,No,1337
33,Female,Intermediate,Afternoon,Mexico,90,348,Indoor,30,Yes,2230
37,Female,Intermediate,Evening,Qatar,89,381,Outdoor,95,Yes,1603
39,Male,Professional,Evening,Germany,66,247,Any,32,Yes,1874
53,Male,Beginner,Afternoon,Denmark,31,289,Outdoor,120,Yes,2498
35,Male,Advanced,Morning,Spain,35,393,Any,53,No,1052
39,Male,Beginner,Afternoon,Denmark,90,69,Outdoor,96,Yes,2143
29,Female,Advanced,Evening,Italy,81,351,Indoor,48,No,1237
23,Male,Intermediate,Evening,Netherlands,66,426,Outdoor,109,No,1850
18,Male,Intermediate,Afternoon,United States,47,334,Outdoor,41,Yes,1576
32,Female,Professional,Evening,Argentina,66,318,Any,59,No,1884
48,Male,Professional,Evening,Germany,64,198,Outdoor,46,Yes,2424
55,Male,Professional,Evening,United States,87,68,Indoor,69,Yes,2207
44,Male,Beginner,Afternoon,Argentina,35,463,Any,111,Yes,2035
53,Female,Beginner,Morning,France,51,386,Outdoor,112,Yes,1015
49,Male,Intermediate,Evening,United States,77,272,Outdoor,49,Yes,2408
23,Male,Professional,Evening,Sweden,31,255,Any,31,No,1327
54,Male,Beginner,Morning,Brazil,87,157,Indoor,36,Yes,1634
26,Female,Professional,Evening,Spain,76,145,Any,96,Yes,1635
34,Female,Intermediate,Morning,Sweden,87,418,Outdoor,42,No,1284
49,Male,Advanced,Morning,Belgium,31,54,Outdoor,91,No,1672
32,Female,Professional,Morning,Sweden,79,195,Indoor,90,No,2265
46,Male,Intermediate,Afternoon,Denmark,75,227,Outdoor,36,No,1690
52,Male,Advanced,Afternoon,Qatar,50,316,Outdoor,56,Yes,1373
49,Female,Intermediate,Morning,Brazil,59,383,Outdoor,51,Yes,1240
46,Female,Intermediate,Afternoon,Finland,41,66,Any,112,No,1489
33,Female,Professional,Evening,Mexico,64,127,Any,104,Yes,2139
45,Female,Beginner,Evening,Mexico,50,174,Any,107,No,1601
29,Female,Intermediate,Afternoon,Lebanon,51,449,Indoor,31,Yes,1661
45,Female,Professional,Morning,Chile,83,94,Any,45,Yes,1925
38,Male,Professional,Afternoon,Qatar,81,98,Indoor,42,Yes,2256
22,Female,Intermediate,Morning,Mexico,43,294,Any,77,No,2217
48,Male,Professional,Evening,Netherlands,83,371,Indoor,50,No,1971
